Time,NO,NO2,NOx,O3,PM10_conc,PM10-2.5_conc,PM2.5_conc,Air_Pressure,Air_Temperature,Relative_Humidity
2020-06-02 22:00:00,1.339,16.078,17.73,39.933,17.254,9.588,7.666,985.197,13.673,82.439
2020-06-02 23:00:00,0.129,8.415,8.544,44.71,16.048,7.786,8.26,984.443,13.171,87
2020-06-03 00:00:00,2.064,17.351,21.232,34.051,15.125,7.222,7.904,984.206,13.355,84.92
2020-06-03 01:00:00,0.035,12.066,12.095,34.021,15.27,7.516,7.755,983.925,13.592,82.989
2020-06-03 02:00:00,0.134,8.539,8.673,29.193,16.841,8.047,8.792,983.585,13.58,84.232
2020-06-03 03:00:00,0.503,8.293,9.287,23.966,14.569,6.438,8.131,983.206,13.156,86.049
2020-06-03 04:00:00,0.587,8.615,9.533,21.461,16.216,7.172,9.041,982.985,13.188,86.526
2020-06-03 05:00:00,0.637,11.398,12.035,15.726,19.713,9.79,9.92,983.189,13.444,86.854
2020-06-03 06:00:00,0.605,17.135,17.74,13.837,23.708,10.318,13.388,984.222,14.226,88.454
2020-06-03 07:00:00,0.875,16.683,17.558,22.057,20.594,7.746,12.848,982.564,15.396,89
2020-06-03 08:00:00,1.054,9.576,10.25,32.664,17.283,7.722,9.562,981.437,16.118,87.879
2020-06-03 09:00:00,3.866,17.476,21.333,21.23,22.937,11.479,11.458,982.556,16.69,89.336
2020-06-03 10:00:00,4.705,12.784,17.466,26.679,22.824,9.81,13.016,982.966,17.994,86.899
2020-06-03 11:00:00,3.695,10.951,14.646,30.187,24.934,12.069,12.865,982.609,20.781,76.861
2020-06-03 12:00:00,1.422,4.553,6.026,39.675,24.188,12.702,11.488,982.251,24.014,62.525
2020-06-03 13:00:00,0.721,2.646,3.367,41.857,27.485,15.774,11.711,982.47,24.864,56.102
2020-06-03 14:00:00,0.694,2.807,3.501,42.906,27.295,14.7,12.596,982.29,26.091,52.135
2020-06-03 15:00:00,0.522,2.528,3.146,45.271,27.354,14.743,12.605,982.418,27.302,48.015
2020-06-03 16:00:00,0.469,2.809,3.278,46.215,27.428,14.407,13.015,982.505,26.949,48.263
2020-06-03 17:00:00,0.498,2.787,3.285,46.459,26.391,13.969,12.423,982.61,26.138,49.308
2020-06-03 18:00:00,0.38,2.219,2.599,43.563,26.408,15.328,11.086,983.145,25.567,49.426
2020-06-03 19:00:00,0.387,2.39,2.745,39.522,20.108,12.287,7.822,983.791,23.306,44.934
2020-06-03 20:00:00,0.232,3.405,3.637,37.832,15.268,8.14,7.126,984.368,21.941,48.656
2020-06-03 21:00:00,3.608,9.672,12.98,30.516,17.173,8.697,8.473,984.905,20.241,56.895
2020-06-03 22:00:00,0.915,12.088,12.873,21.587,18.718,9.403,9.314,985.665,18.642,65.473
2020-06-03 23:00:00,1.096,14.37,15.433,17.312,20.682,10.434,10.251,986.047,17.76,71.722
2020-06-04 00:00:00,0.898,14.989,15.925,14.395,22.536,10.516,12.016,986.395,16.968,76.981
2020-06-04 01:00:00,0.173,12.559,12.736,20.005,21.142,10.337,10.812,986.351,16.909,73.79
2020-06-04 02:00:00,0.165,8.403,8.567,23.874,18.366,8.608,9.755,986.425,17.914,66.32
2020-06-04 03:00:00,0.106,5.83,5.936,25.039,17.009,8.177,8.832,986.459,17.606,65.461
2020-06-04 04:00:00,0.348,7.503,7.851,21.651,16.915,7.812,9.107,986.425,16.87,68.077
2020-06-04 05:00:00,2.154,10.078,12.429,17.96,17.006,7.79,9.22,986.824,16.139,70.949
2020-06-04 06:00:00,1.786,11.506,13.049,18.379,23.109,13.633,9.475,987.134,16.957,66.827
2020-06-04 07:00:00,4.661,13.798,18.456,18.461,30.495,20.39,10.099,987.03,19.57,57.165
2020-06-04 08:00:00,12.962,20.217,34.121,19.495,33.938,22.825,11.11,987.2,22.097,49.822
2020-06-04 09:00:00,5.144,16.32,21.437,28.36,32.869,21.467,11.41,987.38,23.825,47.42
2020-06-04 10:00:00,3.232,10.522,13.558,42.105,30.93,21.13,9.798,987.324,26.836,40.129
2020-06-04 11:00:00,0.906,4.545,5.451,55.243,27.083,18.591,8.499,987.389,28.073,35.678
2020-06-04 12:00:00,1.566,5.812,7.121,56.733,28.032,19.034,8.979,987.264,29.193,32.824
2020-06-04 13:00:00,0.53,2.777,3.231,62.221,22.987,15.698,7.294,986.945,29.967,30.048
2020-06-04 14:00:00,0.949,5.606,6.741,66.697,29.198,20.228,8.958,986.722,28.798,34.345
2020-06-04 15:00:00,0.808,6.521,7.329,69.267,33.776,22.857,10.922,986.501,27.817,42.839
2020-06-04 16:00:00,0.708,5.836,6.545,68.6,33.744,23.992,9.753,986.321,27.873,41.093
2020-06-04 17:00:00,0.743,7.243,7.987,63.952,30.059,20.953,9.106,986.606,26.875,41.54
2020-06-04 18:00:00,0.542,5.981,6.517,59.385,26.779,17.917,8.865,986.876,25.645,48.063
2020-06-04 19:00:00,0.51,6.841,7.294,55.128,27.384,19.269,8.117,986.971,25.087,51.705
2020-06-04 20:00:00,0.407,10.933,11.34,49.826,28.894,19.828,9.065,987.336,24.178,55.843
2020-06-04 21:00:00,0.169,11.852,12.022,46.781,26.136,16.728,9.402,987.75,23.137,60.338
2020-06-04 22:00:00,0.249,14.206,14.455,40.464,25.068,15.201,9.867,988.245,22.357,64.454
2020-06-04 23:00:00,0.311,9.585,9.897,39.865,21.501,13.013,8.492,988.429,21.103,69.181
2020-06-05 00:00:00,0.153,10.456,10.609,30.243,23.473,12.92,10.557,988.393,19.894,68.754
2020-06-05 01:00:00,0.255,12.362,12.614,24.957,20.386,10.152,10.231,988.226,18.879,67.214
2020-06-05 02:00:00,0.127,8.931,9.058,23.34,21.652,10.958,10.694,988.075,17.888,70.344
2020-06-05 03:00:00,0.12,6.666,6.786,25.451,22.905,12.411,10.499,988.158,17.269,69.896
2020-06-05 04:00:00,1.928,16.003,17.883,11.949,20.859,9.778,11.08,988.624,16.41,74.732
2020-06-05 05:00:00,2.376,18.75,21.618,7.214,23.71,11.862,11.847,989.102,15.715,77.7
2020-06-05 06:00:00,5.142,18.864,24.006,6.543,30.816,18.01,12.821,989.382,17.188,71.721
2020-06-05 07:00:00,16.203,23.846,41.187,9.902,41.683,26.906,14.785,989.392,20.343,61.59
2020-06-05 08:00:00,15.257,25.472,39.809,19.29,45.668,30.135,15.537,989.566,22.816,59.872
2020-06-05 09:00:00,4.082,14.474,18.585,40.663,30.633,18.424,12.212,989.77,24.618,56.957
2020-06-05 10:00:00,4.52,15.738,20.149,44.07,39.662,26.768,12.874,989.677,25.74,56.526
2020-06-05 11:00:00,3.107,13.003,16.39,49.538,33.506,21.293,12.217,989.789,26.123,57.372
2020-06-05 12:00:00,1.798,9.773,11.619,59.693,32.202,20.06,12.134,989.573,27.102,55.86
2020-06-05 13:00:00,0.751,5.746,6.496,61.02,24.764,16.289,8.477,989.312,24.268,54.476
2020-06-05 14:00:00,0.906,5.647,6.553,61.455,24.636,12.815,11.818,988.628,26.347,57.62
2020-06-05 15:00:00,1.112,5.473,6.584,53.721,20.459,10.619,9.842,988.313,25.542,62.143
2020-06-05 16:00:00,0.948,5.461,6.399,58.786,22.652,13.738,8.923,987.894,25.899,54.659
2020-06-05 17:00:00,0.898,6.839,7.621,63.061,16.764,9.507,7.258,987.503,25.218,49.771
2020-06-05 18:00:00,0.519,6.989,7.508,62.894,18.745,11.082,7.671,987.069,25.573,52.666
2020-06-05 19:00:00,0.329,6.045,6.374,62.42,21.062,12.908,8.153,987.414,25.103,56.21
2020-06-05 20:00:00,0.372,7.8,8.172,56.271,18.958,11.018,7.943,987.811,23.16,63.19
2020-06-05 21:00:00,0.372,8.298,8.802,54.93,18.503,12.539,5.965,987.768,22.912,62.745
2020-06-05 22:00:00,0.142,7.524,7.665,41.225,22.306,13.871,8.434,988.176,22.571,58.895
2020-06-05 23:00:00,0.158,4.986,5.144,35.341,19.661,11.12,8.54,988.094,20.649,59.289
2020-06-06 00:00:00,0.17,5.497,5.666,34.565,18.059,9.363,8.695,987.991,19.487,62.117
2020-06-06 01:00:00,0.102,9.353,9.259,32.928,16.315,7.864,8.45,988.026,19.072,61.703
2020-06-06 02:00:00,0.094,6.209,6.304,32.916,16.749,8.35,8.401,988.378,19.568,58.148
2020-06-06 03:00:00,0.112,3.665,3.777,37.305,13.427,5.907,7.52,988,18.519,60.574
2020-06-06 04:00:00,0.138,2.936,3.074,35.572,13.627,7.284,6.348,988.169,17.417,58.328
2020-06-06 05:00:00,0.256,2.993,3.249,33.13,11.788,5.576,6.214,988.883,16.211,58.147
2020-06-06 06:00:00,0.313,3.046,3.36,31.896,14.021,7.85,6.17,989.833,16.301,58.707
2020-06-06 07:00:00,0.406,2.817,3.223,33.943,14.789,8.981,5.811,990.511,18.614,52.872
2020-06-06 08:00:00,0.46,2.671,3.131,39.318,14.834,9.719,5.114,991.123,21.392,45.288
2020-06-06 09:00:00,0.479,2.503,2.982,45.105,14.417,9.687,4.726,991.636,23.431,39.664
2020-06-06 10:00:00,0.34,1.902,2.242,48.346,13.408,8.836,4.57,991.48,23.871,39.113
2020-06-06 11:00:00,0.395,2.058,2.453,51.071,13.677,9.44,4.238,991.548,24.812,37.328
2020-06-06 12:00:00,0.345,1.832,2.178,51.187,14.811,10.627,4.183,991.836,25.566,34.806
2020-06-06 13:00:00,0.417,1.986,2.514,48.894,12.505,8.415,4.089,991.417,25.808,34.15
2020-06-06 14:00:00,1.646,3.586,5.241,50.434,134.954,39.855,94.993,991.072,24.931,36.566
2020-06-06 15:00:00,1.443,2.876,4.114,49.062,64.362,23.249,41.146,991.277,24.66,38.872
2020-06-06 16:00:00,0.392,1.889,2.281,45.377,14.516,10.627,3.895,991.356,24.411,34.709
2020-06-06 17:00:00,0.302,1.748,2.05,46.062,17.717,13.637,4.083,991.731,23.478,35.838
2020-06-06 18:00:00,0.289,1.667,1.956,44.836,15.368,10.706,4.664,992.061,22.026,40.663
2020-06-06 19:00:00,0.216,1.737,1.953,42.106,13.978,8.663,5.314,992.676,20.026,46.89
2020-06-06 20:00:00,0.215,1.969,2.184,37.397,13.709,8.143,5.57,993.117,18.445,52.373
2020-06-06 21:00:00,0.202,2.121,2.323,32.041,12.553,7.279,5.278,993.672,17.321,56.787
2020-06-06 22:00:00,0.235,2.598,2.833,26.788,11.062,6.271,4.789,994.311,16.221,61.871
2020-06-06 23:00:00,0.2,2.869,3.069,24.714,10.104,4.872,5.232,994.738,15.114,67.108
2020-06-07 00:00:00,0.19,3.011,3.201,23.38,10.19,4.597,5.593,995.228,14.277,70.685
2020-06-07 01:00:00,0.078,5.415,5.502,21.34,11.446,5.789,5.655,995.655,13.645,73.185
2020-06-07 02:00:00,0.11,3.594,3.704,20.776,10.857,5.251,5.605,995.887,13.097,74.654
2020-06-07 03:00:00,0.191,2.651,2.842,19.57,9.589,4.363,5.224,996.116,12.468,74.866
2020-06-07 04:00:00,0.3,3.412,3.713,18.693,9.354,4.65,4.704,996.406,11.906,72.801
2020-06-07 05:00:00,0.276,2.06,2.337,19.295,8.463,5.371,3.097,996.913,11.24,70.131
2020-06-07 06:00:00,0.531,1.854,2.385,17.281,8.787,6.234,2.556,997.136,11.997,68.225
2020-06-07 07:00:00,0.628,1.4,2.028,16.001,7.898,5.724,2.176,997.667,13.285,63.339
2020-06-07 08:00:00,0.583,1.247,1.83,16.615,8.152,5.986,2.163,997.744,15.18,56.339
2020-06-07 09:00:00,0.593,1.243,1.836,18.89,6.286,3.968,2.317,997.845,17.479,49.116
2020-06-07 10:00:00,0.492,1.076,1.502,21.204,7.999,5.242,2.754,998.52,18.651,46.382
2020-06-07 11:00:00,0.45,1.057,1.496,24.151,9.307,6.306,3.002,998.768,19.29,43.837
2020-06-07 12:00:00,0.439,1.062,1.482,26.618,7.962,4.783,3.177,998.443,20.031,41.141
2020-06-07 13:00:00,0.432,1.13,1.578,28.153,9.479,6.137,3.341,997.962,20.995,39.769
2020-06-07 14:00:00,0.368,1.043,1.423,30.746,7.583,4.423,3.16,997.359,21.366,37.419
2020-06-07 15:00:00,0.467,1.155,1.657,33.07,8.616,5.483,3.129,997.113,21.767,35.182
2020-06-07 16:00:00,0.539,1.533,2.193,36.163,64.273,23.594,40.662,996.98,22.022,32.859
2020-06-07 17:00:00,0.385,1.469,1.844,35.983,23.183,9.402,13.781,996.692,21.838,33.831
2020-06-07 18:00:00,0.447,1.945,2.48,34.288,9.073,5.684,3.387,996.59,20.451,37.31
2020-06-07 19:00:00,0.344,2.003,2.347,32.312,8.491,5.248,3.244,996.662,19.02,39.884
2020-06-07 20:00:00,0.369,2.659,3.029,27.209,9.459,5.914,3.546,996.666,17.667,47.218
2020-06-07 21:00:00,0.313,3.246,3.559,17.474,11.097,7.064,4.033,996.873,15.594,59.736
2020-06-07 22:00:00,0.377,2.894,3.271,14.553,11.188,7.073,4.119,997.332,14.189,63.018
2020-06-07 23:00:00,0.285,2.167,2.452,15.289,7.612,3.967,3.642,997.621,13.19,62.149
2020-06-08 00:00:00,0.22,1.521,1.741,16.063,7.625,4.368,3.256,997.802,12.488,61.878
2020-06-08 01:00:00,0.041,4.322,4.36,15.018,6.771,3.512,3.258,997.513,11.968,63.441
2020-06-08 02:00:00,0.095,2.344,2.439,15.554,7.484,4.17,3.312,997.507,11.59,64.767
2020-06-08 03:00:00,0.207,1.969,2.176,15.677,6.715,3.355,3.36,997.415,11.202,66.63
2020-06-08 04:00:00,0.258,2.114,2.371,15.14,7.014,3.564,3.45,997.658,10.619,70.173
2020-06-08 05:00:00,0.377,3.906,4.283,13.282,7.108,3.645,3.467,997.945,10.203,73.466
2020-06-08 06:00:00,1.502,5.829,7.331,11.447,10.429,6.468,3.961,998.072,11.886,70.838
2020-06-08 07:00:00,4.031,6.65,10.66,12.265,21.284,16.402,4.893,998.485,15.21,59.96
2020-06-08 08:00:00,3.835,5.527,9.296,16.524,27.634,21.876,5.746,999.112,18.208,48.94
2020-06-08 09:00:00,2.301,3.849,6.169,20.272,15.951,11.272,4.68,999.269,19.278,42.789
2020-06-08 10:00:00,4.306,3.997,8.25,22.515,24.748,18.061,6.679,999.164,19.483,38.473
2020-06-08 11:00:00,1.216,2.193,3.408,24.703,14.33,9.415,4.92,999.206,19.39,36.6
2020-06-08 12:00:00,0.823,1.712,2.535,26.46,12.581,8.5,4.081,998.746,19.858,34.328
2020-06-08 13:00:00,0.838,1.638,2.477,27.733,11.899,7.98,3.92,998.326,20.605,32.822
2020-06-08 14:00:00,1.216,2.687,3.903,29.974,16.281,11.505,4.78,997.87,21.585,31.761
2020-06-08 15:00:00,1.56,3.286,4.719,31.001,13.327,8.76,4.564,997.149,22.43,31.22
2020-06-08 16:00:00,1.664,4.413,6.33,35.465,18.614,13.159,5.456,996.059,22.768,31.886
2020-06-08 17:00:00,1.109,3.952,5.061,36.553,18.512,13.1,5.411,995.434,23.106,31.643
2020-06-08 18:00:00,0.746,4.176,4.922,41.477,15.429,10.293,5.137,995.117,22.731,31.437
2020-06-08 19:00:00,1.014,7.118,8.132,39.436,17.007,11.722,5.287,994.815,21.608,33.7
2020-06-08 20:00:00,0.456,5.586,6.034,30.863,13.531,9.186,4.343,994.233,20.06,35.055
2020-06-08 21:00:00,0.914,15.401,16.466,19.38,16.337,10.942,5.4,993.781,18.825,35.875
2020-06-08 22:00:00,2.168,15.953,18.666,22.194,21.118,15.7,5.424,993.935,17.597,39.435
2020-06-08 23:00:00,1.897,25.257,27.156,8.797,35.528,27.855,7.714,993.765,16.496,46.968
2020-06-09 00:00:00,6.805,33.561,40.783,2.151,64.654,53.86,10.796,993.631,15.843,53.897
2020-06-09 01:00:00,0.134,19.087,19.213,18.676,32.835,24.759,7.993,993.279,15.65,61.735
2020-06-09 02:00:00,0.46,20.118,20.184,14.856,20.736,14.253,6.482,992.714,15.573,62.504
2020-06-09 03:00:00,0.949,14.663,16.156,16.558,19.37,12.748,6.622,992.212,15.1,64.131
2020-06-09 04:00:00,4.233,18.043,23.028,12.132,21.707,14.715,6.994,991.783,14.978,64.323
2020-06-09 05:00:00,6.924,25.358,30.794,1.8,25.995,17.837,8.162,991.998,14.325,68.695
2020-06-09 06:00:00,8.821,20.925,29.629,4.795,21.787,13.233,8.55,992.257,15.276,65.444
2020-06-09 07:00:00,21.005,23.344,44.764,8.977,33.849,24.251,9.602,992.527,18.423,53.542
2020-06-09 08:00:00,20.83,25.71,46.601,13.627,41.979,32.268,9.719,992.429,21.74,43.14
2020-06-09 09:00:00,10.961,19.824,30.817,22.644,28.551,21.75,6.803,992.274,24.519,36.453
2020-06-09 10:00:00,5.773,14.778,20.557,35.075,32.987,27.331,5.659,991.649,27.772,31.869
2020-06-09 11:00:00,1.981,8.777,10.622,51.332,37.857,31.623,6.223,991.402,29.744,31.704
2020-06-09 12:00:00,0.667,5.062,5.729,64.764,27.634,21.707,5.915,991.145,32.022,29.555
2020-06-09 13:00:00,0.699,6.402,7.1,75.221,29.629,22.636,6.975,990.763,32.256,27.813
2020-06-09 14:00:00,0.763,8.465,9.202,86.979,38.654,30.337,8.313,990.42,31.766,29.45
2020-06-09 15:00:00,0.4,5.814,6.214,90.505,39.185,31.698,7.512,990.292,31.195,30.496
2020-06-09 16:00:00,0.321,4.001,4.323,84.522,30.986,24.746,6.243,990.06,30.643,31.488
2020-06-09 17:00:00,0.431,4.558,5.087,79,25.301,19.547,5.761,989.934,29.964,32.888
2020-06-09 18:00:00,0.475,4.783,5.292,74.908,27.578,21.041,6.541,989.724,28.911,35.781
2020-06-09 19:00:00,0.313,7.457,7.591,75.298,25.281,18.807,6.478,989.571,27.475,38.901
2020-06-09 20:00:00,0.164,11.371,11.539,71.74,42.973,35.258,7.5,989.461,25.99,40.616
2020-06-09 21:00:00,0.157,25.289,25.403,59.908,27.729,20.823,6.9,989.65,23.655,46.423
2020-06-09 22:00:00,0.201,7.671,7.792,68.924,18.784,12.809,5.976,990.058,20.193,61.671
2020-06-09 23:00:00,0.097,4.953,5.114,72.215,18.888,12.761,6.131,989.845,19.409,56.243
2020-06-10 00:00:00,0.163,5.43,5.592,63.348,22.245,15.943,6.302,989.924,19.354,57.328
2020-06-10 01:00:00,0.576,6.917,7.384,45.767,21.088,14.24,6.848,989.357,19.333,62.409
2020-06-10 02:00:00,1.464,5.661,7.321,41.834,22.342,15.268,7.07,988.553,19.468,60.813
2020-06-10 03:00:00,1.167,4.713,6.118,41.464,18.451,11.582,6.874,987.838,19.357,60.66
2020-06-10 04:00:00,0.13,2.725,2.857,42.326,15.506,8.899,6.609,987.288,19.149,62.106
2020-06-10 05:00:00,0.451,5.94,6.387,39.313,18.455,11.105,7.35,987.611,17.978,73.085
2020-06-10 06:00:00,1.5,13.703,14.97,26.3,17.495,8.902,8.59,987.892,16.491,89.097
2020-06-10 07:00:00,1.341,12.306,13.289,25.094,17.235,8.252,8.981,987.16,16.599,89.063
2020-06-10 08:00:00,5.21,15.5,20.102,24.938,14.586,6.559,8.029,986.949,17.734,81.978
2020-06-10 09:00:00,3.433,8.686,12.16,32.778,15.351,7.368,7.983,986.703,19.924,72.037
2020-06-10 10:00:00,3.426,8.712,11.628,36.719,15.982,7.252,8.731,986.322,21.913,67.088
2020-06-10 11:00:00,2.801,8.071,10.356,41.447,18.414,8.633,9.776,985.962,23.363,64.459
2020-06-10 12:00:00,2.732,8.195,10.91,44.614,19.411,8.875,10.541,985.431,24.996,62.507
2020-06-10 13:00:00,1.069,5.217,6.286,46.279,25.732,13.498,12.236,984.854,28.136,59.957
2020-06-10 14:00:00,1.15,4.629,5.779,29.196,26.769,13.191,13.578,984.584,29.441,57.968
2020-06-10 15:00:00,1.128,4.312,5.439,35.268,27.61,14.342,13.273,984.091,30.007,55.153
2020-06-10 16:00:00,1.027,4.049,5.076,48.244,27.995,15.353,12.637,983.41,30.368,52.672
2020-06-10 17:00:00,0.894,4.008,4.766,51.278,25.026,12.195,12.83,983.052,30.443,51.912
2020-06-10 18:00:00,0.57,3.171,3.715,40.36,26.692,13.568,13.124,982.783,30.408,51.479
2020-06-10 19:00:00,0.272,2.649,2.921,36.65,23.441,11.223,12.217,982.67,29.498,53.972
2020-06-10 20:00:00,0.215,3.294,3.509,38.402,31.384,21.224,10.166,982.786,27.21,54.789
2020-06-10 21:00:00,0.218,2.505,2.723,50.228,13.685,8.084,5.608,983.081,20.623,76.779
2020-06-10 22:00:00,0.163,3.59,3.75,45.612,11.684,6.355,5.324,983.607,19.663,82.772
2020-06-10 23:00:00,0.203,5.972,6.232,41.508,10.371,5.048,5.322,984.203,18.614,91.4
2020-06-11 00:00:00,1.114,18.016,19.695,31.18,12.15,6.402,5.747,983.189,18.179,91.851
2020-06-11 01:00:00,0.176,9.369,9.542,46.892,10.03,5.091,4.94,982.947,17.456,91.22
2020-06-11 02:00:00,0.167,5.87,6.037,48.725,9.746,4.946,4.799,982.748,17.866,92.794
2020-06-11 03:00:00,0.108,6.278,6.386,46.819,12.869,7.551,5.321,982.89,18.25,90.18
2020-06-11 04:00:00,0.141,5.845,5.986,37.691,18.598,12.795,5.804,983.254,18.121,84.673
2020-06-11 05:00:00,0.29,4.575,4.866,33.073,22.808,16.847,5.96,983.921,17.66,81.268
2020-06-11 06:00:00,0.567,5.312,5.879,27.978,21.282,16.02,5.263,984.823,18.033,77.624
2020-06-11 07:00:00,0.843,4.054,4.897,14.177,11.314,8.834,2.487,986.639,17.306,73.067
2020-06-11 08:00:00,1.155,2.578,3.717,12.515,9.557,8.35,1.206,988.695,17.117,60.513
2020-06-11 09:00:00,1.176,2.672,3.848,21.919,9.565,8.244,1.322,990.509,18.267,50.782
2020-06-11 10:00:00,1.29,2.521,3.767,22.186,8.287,6.954,1.334,991.5,19.047,50.624
2020-06-11 11:00:00,1.233,2.704,3.937,24.137,9.399,7.297,2.102,992.356,19.908,48.916
2020-06-11 12:00:00,1.215,2.831,4.046,25.151,9.657,6.841,2.816,993.121,20.396,47.914
2020-06-11 13:00:00,0.979,2.468,3.447,28.644,10.511,7.531,2.978,993.611,21.188,45.621
2020-06-11 14:00:00,1.059,2.546,3.671,32.785,10.2,6.709,3.496,993.797,22.562,43.609
2020-06-11 15:00:00,1.004,2.818,3.823,35.42,12.851,8.844,4.007,993.842,23.393,41.29
2020-06-11 16:00:00,0.98,2.787,3.814,35.879,13.866,10.085,3.784,993.98,23.799,38.771
2020-06-11 17:00:00,0.846,2.576,3.53,36.171,11.721,8.225,3.496,994.436,23.35,39.061
2020-06-11 18:00:00,0.836,2.488,3.315,35.322,11.009,7.619,3.389,994.704,22.512,40.765
2020-06-11 19:00:00,0.447,2.22,2.667,35.962,10.678,7.62,3.058,995.23,21.345,42.106
2020-06-11 20:00:00,0.582,3.223,3.805,36.164,10.298,7.126,3.173,995.528,20.554,44.598
2020-06-11 21:00:00,0.702,5.651,6.395,34.398,10.046,6.592,3.45,995.771,19.823,47.437
2020-06-11 22:00:00,0.529,9.298,9.827,30.604,12.279,8.374,3.911,996.015,19.103,50.311
2020-06-11 23:00:00,0.422,12.27,12.692,26.262,12.536,8.016,4.52,995.895,18.442,52.735
2020-06-12 00:00:00,0.365,16.185,16.55,23.274,15.217,10.19,5.028,995.598,18.289,54.418
2020-06-12 01:00:00,0.03,8.117,8.145,32.259,14.892,10.21,4.686,995.925,18.333,55.46
2020-06-12 02:00:00,0.134,3.343,3.476,37.979,9.365,5.863,3.503,996.004,17.39,59.212
2020-06-12 03:00:00,0.136,1.718,1.854,40.751,6.684,4.02,2.663,996.581,15.937,63.831
2020-06-12 04:00:00,0.133,1.508,1.641,33.303,7.299,4.3,2.999,996.854,14.399,67.737
2020-06-12 05:00:00,0.264,1.685,1.948,31.537,7.833,5.535,2.3,997.303,13.362,63.634
2020-06-12 06:00:00,0.542,2.268,2.811,36.952,8.092,6.83,1.262,997.958,13.101,53.512
2020-06-12 07:00:00,0.678,2.954,3.632,36.585,12.254,10.724,1.533,998.685,13.248,51.466
2020-06-12 08:00:00,1.24,2.385,3.556,34.386,9.974,8.962,1.016,999.417,13.509,51.482
2020-06-12 09:00:00,0.923,2.23,3.153,33.444,6.458,5.73,0.727,999.704,13.745,50.342
2020-06-12 10:00:00,1.034,2.062,3.096,32.484,6.708,5.969,0.742,999.991,15.359,46.073
2020-06-12 11:00:00,0.915,1.892,2.807,31.16,6.157,5.482,0.681,1000.02,16.307,43.545
2020-06-12 12:00:00,1.162,1.797,3.098,31.825,8.038,7.225,0.813,1000.64,16.971,41.464
2020-06-12 13:00:00,1.195,1.773,2.941,32.738,9.2,8.209,0.99,1000.73,17.803,40.343
2020-06-12 14:00:00,0.853,1.669,2.444,34.309,8.254,7.223,1.029,1000.1,18.268,39.193
2020-06-12 15:00:00,0.949,2.071,3.02,34.092,6.185,4.869,1.315,1000,18.792,40.603
2020-06-12 16:00:00,0.764,2.105,2.869,34.413,9.185,7.106,2.079,1000.16,18.185,40.902
2020-06-12 17:00:00,0.584,1.671,2.255,36.632,13.137,10.437,2.7,1000.98,16.967,39.961
2020-06-12 18:00:00,0.676,1.987,2.663,36.596,8.539,6.292,2.25,1001,16.041,38.755
2020-06-12 19:00:00,0.391,1.664,2.055,36.781,6.911,4.857,2.054,1001.28,14.776,40.606
2020-06-12 20:00:00,0.642,3.21,3.852,33.524,5.777,3.851,1.926,1002,13.343,44.37
2020-06-12 21:00:00,0.389,3.033,3.422,31.016,5.767,3.583,2.178,1002,12.023,49.821
2020-06-12 22:00:00,0.315,2.881,3.196,27.898,4.863,2.741,2.12,1002.48,10.983,50.832
2020-06-12 23:00:00,0.246,2.699,2.945,25.642,6.139,3.802,2.337,1002.89,10.199,55.577
2020-06-13 00:00:00,0.238,2.577,2.815,23.827,5.969,3.221,2.748,1003,9.468,60.899
2020-06-13 01:00:00,0.048,4.458,4.503,22.419,5.225,2.397,2.827,1003,9.109,64.956
2020-06-13 02:00:00,0.617,4.639,5.256,19.276,6.323,3.204,3.119,1003,8.64,70.192
2020-06-13 03:00:00,0.464,2.756,3.22,19.603,5.358,2.737,2.619,1003.66,8.426,67.508
2020-06-13 04:00:00,0.515,3.045,3.561,20.203,5.28,2.547,2.732,1004,8.944,61.635
2020-06-13 05:00:00,0.455,3.591,4.046,19.733,7.095,4.449,2.647,1004,9.13,60.275
2020-06-13 06:00:00,0.317,2.417,2.734,18.394,5.921,3.48,2.44,1004.57,9.254,62.663
2020-06-13 07:00:00,0.678,2.685,3.362,20.138,7.258,4.563,2.699,1005,10.437,58.818
2020-06-13 08:00:00,0.745,1.811,2.556,21.9,6.5,3.975,2.526,1005,12.903,51.467
2020-06-13 09:00:00,0.772,1.295,2.006,25.034,5.837,3.633,2.204,1005.73,14.837,45.141
2020-06-13 10:00:00,0.656,1.256,1.912,28.458,5.436,3.363,2.078,1005.15,16.164,38.676
2020-06-13 11:00:00,0.547,1.054,1.668,32.493,5.381,3.517,1.866,1005.38,17.018,33.952
2020-06-13 12:00:00,0.575,1.148,1.711,35.062,7.149,5.007,2.143,1005.03,17.843,31.021
2020-06-13 13:00:00,0.603,1.213,1.817,34.432,7.767,5.54,2.225,1005,18.518,31.048
2020-06-13 14:00:00,0.616,1.142,1.757,34.208,7.067,4.721,2.348,1005,18.549,31.812
2020-06-13 15:00:00,0.614,1.154,1.768,34.379,7.626,5.059,2.564,1004.77,19.125,30.551
2020-06-13 16:00:00,0.676,2.08,2.756,38.896,9.765,6.55,3.217,1004.05,18.387,33.258
2020-06-13 17:00:00,0.483,1.751,2.234,42.072,9.552,6.258,3.29,1004.18,17.227,34.038
2020-06-13 18:00:00,0.388,1.431,1.819,41.26,10.499,7.594,2.911,1005,16.039,33.368
2020-06-13 19:00:00,0.543,2.289,2.832,40.266,10.02,6.885,3.135,1005.13,14.968,35.779
